org,repo,datalake,github
Microsoft,CSP-Explorer,5,6
Microsoft,myVSO,2,2
Microsoft,IntuneMAMiOSIntegrator,10,10
Microsoft,pxt,7468,5013
Microsoft,VBA-content_ru-ru,16,16
Microsoft,Windows-appsample-huelightcontroller,9,9
Microsoft,UWPQuickStart,45,45
Microsoft,CaptionBot,112,113
Microsoft,sql-server-samples,986,975
Microsoft,3D-Scanning-Station,19,19
Microsoft,Windows-Social-Samples,6,6
Microsoft,statsd,875,875
Microsoft,WinAppDriver,165,0
Microsoft,passport-vsts,6,4
Microsoft,swift-corelibs-foundation,1014,0
Microsoft,vsts-rm-extensions,532,350
Microsoft,Office365Endpoints,10,8
Microsoft,typescript-build2016-demos,12,7
Microsoft,node-benchmarking,22,22
Microsoft,PowerBI-Cli,128,81
Microsoft,ionic-typescript-blank,18,11
Microsoft,Imagine_bing-maps-api,4,4
Microsoft,pgtester,41,29
Microsoft,Loop-Sample-Location-Android,47,46
Microsoft,Cognitive-TextAnalytics-Android,3,3
Microsoft,Cognitive-Emotion-Windows,31,31
Microsoft,Cognitive-SpeakerRecognition-Python,26,19
Microsoft,ionic2-starter-sidemenu,1,1
Microsoft,DocsRoot,224,220
Microsoft,monaco-css,28,28
Microsoft,ospo-mail2bug,35,35
Microsoft,iCMS_WDG_Pilot_II_Prod_am-ET,352,358
Microsoft,iCMS_WDG_Pilot_II_Prod_da-DK,1108,1115
Microsoft,iCMS_WDG_Pilot_II_Prod_ml-IN,357,363
Microsoft,iCMS_WDG_Pilot_II_Prod_nb-NO,1110,1117
Microsoft,iCMS_WDG_Pilot_II_Prod_sq-AL,351,357
Microsoft,Windows-Time-Calibration-Tools,79,49
Microsoft,azure-acs-plugin,12,12
Microsoft,MPTemplates,1,1
Microsoft,ospo-witness-extension-security,29,27
Microsoft,PowerBI-visuals-sampleBarChart,36,35
Microsoft,FetchClimate,2,2
Microsoft,gulp-core-build-sass,91,91
Microsoft,pxt-max6675,20,26
Microsoft,uwp-experiences,155,153
Microsoft,mssql-jdbc,751,579
Microsoft,Plant-Sensor,1,1
Microsoft,mala,4,4
Microsoft,Microsoft-graph-docs_pt-br,21,22
Microsoft,skytest_fi-FI,0,0
Microsoft,Techcon_test2_ru-RU,1,1
Microsoft,Techcon_test2_es-ES,1,0
Microsoft,Techcon_dogfooding2,5,0
Microsoft,deprecated-pxt-microbitex,8,8
Microsoft,LastTest_zh-TW,1,1
Microsoft,Microsoft.Shared.Dna.Text,5,5
Microsoft,DeepVision,1,1
Microsoft,fiat,94,94
Microsoft,UnifiedVisualNet,1,1
Microsoft,WorkLifeBalance,2,2
Microsoft,PhETOfficeAddIn,1,1
Microsoft,clarity,280,278
Microsoft,DevSkim-VisualStudio-Extension,14,24
Microsoft,sp-dev-docs.pt_br,12,17
Microsoft,DialogManagement,4,4
Microsoft,visualstudio-docs,2055,2227
Microsoft,xbox-live-trace-analyzer,18,7
Microsoft,BikeSharing360_BotApps,16,16
Microsoft,BikeSharing360_SingleContainer,11,10
Microsoft,DirectXShaderCompiler,619,285
Microsoft,applicationinsights-vscode,8,8
Microsoft,Reactor,0,0
Microsoft,azure-iot-devkit,158,103
Microsoft,painless-config-as-code,10,10
Microsoft,xbox-live-beam-api,70,0
Microsoft,healthvault-samples,90,92
Microsoft,azure-functions-java-host,20,21
Microsoft,sample-ecommerce-microservices,2,2
Microsoft,mobile-center-app-xamarin,106,109
Microsoft,VisualStudio2017Launch_KeynoteDemos,126,133
Microsoft,Mobile-Center-Test-Generator,3,3
Microsoft,mobile-center-quickstart-android,0,0
Microsoft,Dynamics365PSA,1,7
Microsoft,pxt-arduino,17,17
Microsoft,SpringBootDocumentDB,0,6
Microsoft,BuildTourHack,22,59
Microsoft,Cognitive-CustomVision-Python,2,3
Microsoft,electron-prebuilt,0,0
Microsoft,drumkitx,10,10
Microsoft,audio-recorder,19,19
Microsoft,dsc-puppet,2,2
Microsoft,places,24,24
Microsoft,boot2dockerpowershell,5,5
Microsoft,jenkins-azure,20,20
Microsoft,TypeScript,22545,17623
Microsoft,winstore-jscompat,16,12
Microsoft,hello-sensorcore,9,9
Microsoft,dotnet,737,670
Microsoft,dotnet-apiport,1103,0
Microsoft,ApplicationInsights-WordPress,13,11
Microsoft,moodle-local_office365,55,55
Microsoft,deployr-rserve,61,48
Microsoft,Sora,10,10
Microsoft,FFmpegInterop,118,111
Microsoft,libcontainer,1349,1349
Microsoft,ApplicationInsights-WindowsApp,30,30
Microsoft,gulp-tscc,54,54
Microsoft,NSPlist,4,2
Microsoft,getdotnet,38,33
Microsoft,cordova-plugin-code-push,515,447
Microsoft,Azure-Toolkit-for-IntelliJ,87,87
Microsoft,DataCatalog-samples,1,1
Microsoft,TSJS-lib-generator,565,412
Microsoft,vscode-docker,202,198
Microsoft,vscode-flow,11,11
Microsoft,sarif-sdk,1590,1471
Microsoft,driver-utilities,16,16
Microsoft,R-Host,453,383
Microsoft,vscode-distro,472,462
Microsoft,ApplicationInsights-dotnet-logging,166,157
Microsoft,CE-CSI-Test,226,211
Microsoft,front50,542,0
Microsoft,vsts-vmware,311,305
Microsoft,Coding4Fun,15,13
Microsoft,Phoenix,194,180
Microsoft,Office-js-docs_it-it,1,1
Microsoft,ux_guidelines_de-de,8,0
Microsoft,ux_guidelines_pt-br,9,0
Microsoft,Selawik,5,4
Microsoft,CNTK-docker,60,70
Microsoft,hyper-v-uefi,21096,0
Microsoft,vscode-release-server,213,240
Microsoft,ostc-openssl,6,6
Microsoft,Sway_ja-jp,1,0
Microsoft,Availability-Monitor-for-Kafka,124,108
Microsoft,vsts-agent,1681,0
Microsoft,azure-tools-for-java-private,1067,1173
Microsoft,vsts-uservoice-ui-extension,31,31
Microsoft,vscode-ios-web-debug,50,44
Microsoft,moonshine-plugin,27,27
Microsoft,moonshine-host,2,2
Microsoft,build2016-vsmobile,689,686
Microsoft,HackboxTeaser,83,83
Microsoft,crm-openpublishing-test,18,18
Microsoft,PowerBI-React,3,3
Microsoft,redie,34,34
Microsoft,vscode-kusto,85,97
Microsoft,node-request-light,5,5
Microsoft,Rosyln-Analyzer-ToStringWithoutOverride,77,77
Microsoft,nodejstools-telemetry,39,39
Microsoft,rosco,218,218
Microsoft,docsmsftblog-exp,16,16
Microsoft,azure-acs-deployment-jenkins-plugin,15,15
Microsoft,Loop-Local-Android,9,9
Microsoft,ostc-jenkins,334,590
Microsoft,virtualization-install-containers-legacy,6,6
Microsoft,ospo-vault,113,105
Microsoft,pubdesk-migration-hub,251,300
Microsoft,SaaSApp-ContosoShopkeeper,5,5
Microsoft,Code-Search,19,18
Microsoft,iCMS_WDG_Pilot_II_Prod_fa-IR,351,357
Microsoft,iCMS_WDG_Pilot_II_Prod_fil-PH,351,357
Microsoft,iCMS_WDG_Pilot_II_Prod_fr-CH,1,1
Microsoft,iCMS_WDG_Pilot_II_Prod_nl-NL,1093,1100
Microsoft,iCMS_WDG_Pilot_II_Prod_sk-SK,1092,1099
Microsoft,iCMS_WDG_Pilot_II_Prod_zh-TW,1094,1101
Microsoft,DesktopAppConverter,439,439
Microsoft,Range-V3-VS2015,931,932
Microsoft,Microsoft-graph-docs_fr-fr,24,25
Microsoft,vsts-azurevm-extension,410,308
Microsoft,hermes,2,2
Microsoft,Techcon_dogfooding_ja-JP,9,0
Microsoft,Techcon_dogfooding2_zh-CN,2,0
Microsoft,Techcon_dogfooding2_ja-JP,2,0
Microsoft,oxa-tools,665,503
Microsoft,cppwinrt,36,28
Microsoft,vs-servicehub,1721,0
Microsoft,vsts-wsjf-extension,9,7
Microsoft,deprecated-pxt-microbitorg,16,16
Microsoft,UDE,3,3
Microsoft,DevSkim-VSCode-Plugin,25,39
Microsoft,PowerBI-visuals-sampleUsingExternalLibraries,7,7
Microsoft,PowerBI-visuals-WordCloud,30,29
Microsoft,powerbi-visuals-utils-typeutils,22,18
Microsoft,Loop-Android-SDK-Lite,7,7
Microsoft,azureiotcostcalculator,11,11
Microsoft,opensource-tags,3,3
Microsoft,sdlanalyze-app,10,10
Microsoft,vscode-tenx,7,7
Microsoft,PowerBI-visuals-FacetKey,176,161
Microsoft,iot-workshops,27,27
Microsoft,WindowsTemplateStudio,1306,1361
Microsoft,WindowsIISServer.Config,9,9
Microsoft,ospo-pug-view-services,5,7
Microsoft,powerbi-visuals-forcastingarima,9,10
Microsoft,pxt-blockly,1963,1755
Microsoft,dataprotocol-node,2,0
Microsoft,BikeSharing360_BotBuilderApps,15,15
Microsoft,ELT,159,160
Microsoft,Faceswap,1229,353
Microsoft,spark-interactive-mode-ui,5,5
Microsoft,pxt-retro,35,42
Microsoft,PartsUnlimitedE2E,3,3
Microsoft,holo-bi,3,3
Microsoft,mico-shield-mbed-os5,9,4
Microsoft,VisualStudioAI,19,66
Microsoft,vscode-internalbacklog,0,3
Microsoft,Cognitive-TextAnalytics-DotNetCore,19,20
Microsoft,hackday_oss,0,0
Microsoft,jwilcox-test-1,0,0
Microsoft,ApplicationInsights-ServiceFabric,34,25
Microsoft,AzureDatalakeToolsForVSCode,1,3
Microsoft,vscode-smoketest,8,23
Microsoft,Brandon,1,0
Microsoft,andy-arduino-debugger,1,0
Microsoft,ClearScript,13,87
Microsoft,SSMA-Extensions,3,3
Microsoft,eSignForms,113,0
Microsoft,filter-effects,58,58
Microsoft,camera-explorer,65,65
Microsoft,simple-filter-mixer,33,33
Microsoft,HealthVault-Mobile-iOS-Library,6,6
Microsoft,activities,23,23
Microsoft,piwik-analytics,2,2
Microsoft,java-rbroker-framework,45,45
Microsoft,moodle-auth_oidc,177,166
Microsoft,clang,62931,62835
Microsoft,java-jasperreports-client-library,4,4
Microsoft,spark,9952,9702
Microsoft,ClangSharp,40,35
Microsoft,ApplicationInsights-CPP,21,5
Microsoft,PTVS,4892,4645
Microsoft,Microsoft.Diagnostics.Tracing.Logging,16,15
Microsoft,UVAtlas,70,75
Microsoft,tslib,90,85
Microsoft,ApplicationInsights-OSX,1281,1281
Microsoft,ApplicationInsights-Signed,2,2
Microsoft,PowerBI-visuals-core,991,750
Microsoft,clever-aad-php,11,11
Microsoft,mwt-ds-explore-cpp,3606,3606
Microsoft,WinObjC,6271,3405
Microsoft,XamlBehaviors,210,182
Microsoft,HockeyApp-DevApp-for-Android,1086,1086
Microsoft,Wagr-Sample-Intune-iOS-App,87,87
Microsoft,lldb,15089,15081
Microsoft,MADP,241,241
Microsoft,language-server-protocol,200,176
Microsoft,clrmd,251,209
Microsoft,CRM-Performance-Toolkit,20,19
Microsoft,vscode-generator-code,159,176
Microsoft,vscode-wordcount,21,18
Microsoft,vsts-nuget-sample,14,14
Microsoft,XLIFF2-Object-Model,15,13
Microsoft,DockerToolsDocs,20,20
Microsoft,vscode-jscs,56,54
Microsoft,HackBoxClient,1982,1687
Microsoft,hdfs-mount,70,62
Microsoft,java-guidelines,5,5
Microsoft,Font-Validator,116,4
Microsoft,vscode-zoom,6,6
Microsoft,vscode-editor,2,0
Microsoft,vsts-branch-delete,10,10
Microsoft,omi,1132,658
Microsoft,Build-SCXcore,522,568
Microsoft,vscom,1,1
Microsoft,sqlskim,18,18
Microsoft,edx-theme,475,487
Microsoft,vso-scvmm,157,147
Microsoft,vmextension-nodejs,2,2
Microsoft,ospo-witness-service,1579,968
Microsoft,electron-crash-analyzer,14,14
Microsoft,SLAyer,9,9
Microsoft,VBA-content_it-it,3,3
Microsoft,itpro-browsers,130,0
Microsoft,windows-op-guide,883,897
Microsoft,templates.docs.msft,445,353
Microsoft,SQL-Server-R-Services-Samples,217,108
Microsoft,TpmRCDecoder,23,23
Microsoft,azure-vhd-utils,41,37
Microsoft,Power-BI-Solution-Template,60,60
Microsoft,kafka,3352,3352
Microsoft,vsts-dotnet-samples,162,139
Microsoft,MSITARM,715,2
Microsoft,dotnet-customer-notes,28,28
Microsoft,HockeyApp-SessionDataGenerator,5,5
Microsoft,PowerBI-visuals-tools,362,295
Microsoft,dafny,2433,2482
Microsoft,LogReg,82,82
Microsoft,PAX-App-Dev-Day,342,113
Microsoft,EMLL,2020,0
Microsoft,vscode-swagger-html,42,42
Microsoft,malmo,1127,1024
Microsoft,iCMSTest-Stage_zh-CN,1151,1151
Microsoft,iCMSTest-Stage_ar-SA,1125,1125
Microsoft,Cloud-App-Security,124,103
Microsoft,Loop-Sample-Hello-IOS,26,15
Microsoft,superagent-mockery,25,25
Microsoft,Loop-Sample-Trips-IOS,70,63
Microsoft,checkedc-clang,64962,64338
Microsoft,vmshield,1829,1954
Microsoft,ostc-automation,100,56
Microsoft,deployr-api-docs,3,3
Microsoft,Cognitive-SpeakerRecognition-Android,12,12
Microsoft,iCMS_WDG_Pilot_II_Prod_bg-BG,1092,1099
Microsoft,iCMS_WDG_Pilot_II_Prod_en-CA,1,1
Microsoft,iCMS_WDG_Pilot_II_Prod_ja-JP,1049,1056
Microsoft,iCMS_WDG_Pilot_II_Prod_zh-CN,1104,1111
Microsoft,powerbi-visuals-dataviewsreader,9,9
Microsoft,Imagine_databases-and-loc,1,0
Microsoft,Loop-Android-Sdk-Util,0,0
Microsoft,formula,112,112
Microsoft,ospo-witness-service-ipscan,343,360
Microsoft,Dynamics365-Customer-Insights,759,597
Microsoft,mrsdeploy,1,1
Microsoft,sample-code,163,163
Microsoft,azure-webapp-plugin,11,11
Microsoft,satcheljs-trace,8,8
Microsoft,Resource-Static-Analysis,35,35
Microsoft,loader-raw-script,14,0
Microsoft,InsiderTest,1,1
Microsoft,pxt-sonar,5,5
Microsoft,Techcon_test2_fr-FR,1,1
Microsoft,eslint-microsoft-contrib,1,0
Microsoft,Business-platform-solution-templates,27,27
Microsoft,vsts-agent-docker,73,66
Microsoft,vs-streamjsonrpc,256,264
Microsoft,officedevdocs,35,35
Microsoft,vsts-extension-multivalue-control,46,37
Microsoft,SqlNexus,10,14
Microsoft,deep-learning-container,2,2
Microsoft,R-Interop,14,8
Microsoft,pxt-adafruit-circuit-playground-built,11,11
Microsoft,DynamicSelfHelp,5,0
Microsoft,WindowsDNSServer.Config,230,230
Microsoft,LoopBox-InputAdapter-Twilio,16,16
Microsoft,LoopBox-InputAdapter-Android,4,4
Microsoft,powerbi-visuals-sunburst,67,21
Microsoft,AdaptiveCards,1215,1075
Microsoft,cordova-app-recipe-finance,27,28
Microsoft,ospo-crawler-dashboard,119,89
Microsoft,typed-rest-client,7,8
Microsoft,vswhere,73,66
Microsoft,CSSSQLSupportToolBox,6,6
Microsoft,ospo-witness-chrome,2,2
Microsoft,AwesomeFastMath,20,22
Microsoft,mvp,27,37
Microsoft,HEX-Migration-Toolkit,3,5
Microsoft,testfx-docs,33,26
Microsoft,almvm,358,465
Microsoft,MSRC-Microsoft-Security-Updates-API,60,80
Microsoft,Windows-appsample-get-started-js2d,2,2
Microsoft,definitelytyped-header-parser,13,11
Microsoft,Localization,19,46
Microsoft,CortanaSkills.NET,14,0
Microsoft,hackday_io_oss,466,466
Microsoft,code-challenges,45,78
Microsoft,IPC,8,15
Microsoft,Cognitive-Vision-DotNetCore,13,14
Microsoft,Windows-tutorials-WebVR,1,0
Microsoft,cocos2d-x,36347,36172
Microsoft,nfc-talk,34,34
Microsoft,rate-my-app,84,83
Microsoft,optical-reader,46,46
Microsoft,windows-phone-callout-project,3,3
Microsoft,TouchDevelop,4300,4285
Microsoft,TypeScript-Vim-Plugin,16,16
Microsoft,Windows-appsample-rssreader,17,16
Microsoft,x-plat,28,28
Microsoft,ApplicationInsights-App-iOS,298,298
Microsoft,hcsshim,211,0
Microsoft,llvm-cppstat,120056,0
Microsoft,ETW2JSON,4,5
Microsoft,sails-hook-federalist-ms,45,45
Microsoft,vscode-vsce,338,349
Microsoft,ChakraFull,1,1
Microsoft,DSCPullServer,1,1
Microsoft,ApplicationInsights-server-cpp,31,15
Microsoft,linkcheckermd,50,50
Microsoft,taco-plugin-devicesync,1,1
Microsoft,SQL-Docs,24,24
Microsoft,msdn-content,52,49
Microsoft,vscode-spell-check,89,89
Microsoft,Git-Credential-Manager-for-Mac-and-Linux,689,689
Microsoft,HoloToolkit,229,191
Microsoft,msnuget,527,527
Microsoft,ux_guidelines_es-es,8,0
Microsoft,Cognitive-Documentation,2810,2725
Microsoft,iCMSTestGlobal-Stage,2,2
Microsoft,IoT-Foosball,3,3
Microsoft,CE-CSI-Doc,1,0
Microsoft,idevice-app-launcher,14,14
Microsoft,Windows-Store-submission-API,9,9
Microsoft,backbone-toolbar,62,58
Microsoft,OTP4LTE-U,15,15
Microsoft,BashOnWindows,63,49
Microsoft,trustcenterchina-sandbox,38,39
Microsoft,AZRDAV,52,0
Microsoft,SQL-R-Services-Perf-Tuning,1,1
Microsoft,GHSTest,3,3
Microsoft,Cognitive-Vision-Python,17,14
Microsoft,ionic2-starter-tabs,1,1
Microsoft,wopi-validator-cli-python,15,13
Microsoft,ionic2-typescript-tabs,30,30
Microsoft,uwp-shop-analytics-sample,83,84
Microsoft,powerbi-models,186,141
Microsoft,powerbi-router,53,53
Microsoft,vsts-authentication-library-for-java,691,706
Microsoft,Cognitive-Recommendations-Windows,10,10
Microsoft,iCMS_WDG_Pilot_II_Prod,44,46
Microsoft,iCMS_WDG_Pilot_II_Prod_be-BY,357,363
Microsoft,iCMS_WDG_Pilot_II_Prod_en-IN,1,1
Microsoft,iCMS_WDG_Pilot_II_Prod_fr-BE,1,1
Microsoft,iCMS_WDG_Pilot_II_Prod_fr-CA,351,357
Microsoft,iCMS_WDG_Pilot_II_Prod_mk-MK,351,357
Microsoft,iCMS_WDG_Pilot_II_Prod_ro-RO,1094,1101
Microsoft,Imagine_wiki-maker,1,0
Microsoft,SkypeBotsWithMedia,1,1
Microsoft,deep_learning_tools_for_dsvm,387,387
Microsoft,logstash-output-application-insights,33,33
Microsoft,Console,1,1
Microsoft,loader-load-themed-styles,24,0
Microsoft,vscode-telemetry-health,39,41
Microsoft,GitHubPRValidator,14,13
Microsoft,Visual-Audience-Polling,3,3
Microsoft,mobile-center-sdk-react-native,194,193
Microsoft,AdminRepo_fr-FR,2,0
Microsoft,Techcon_test2_zh-TW,1,1
Microsoft,psi,1,1
Microsoft,Static-Module-Verifier,117,148
Microsoft,TestDemoKev_fr-FR,13,13
Microsoft,busiotools,14,16
Microsoft,WakeYourPC_Agent,1,1
Microsoft,PowerBI-visuals-sampleCorrPlotRVisual,6,7
Microsoft,templates.docs.msft.pdf,59,63
Microsoft,BertrandNashEquilibriumComputation,4,4
Microsoft,vcppdocs,1224,992
Microsoft,LoopBox-DomainProcessor-Music,1,1
Microsoft,MTCSVDemos,8,8
Microsoft,BioModelAnalyzer,3017,10
Microsoft,TPMBot,1,1
Microsoft,ShuttleExplorer,0,0
Microsoft,uf2-samd21,277,292
Microsoft,powerbi-visuals-bulletchart,25,23
Microsoft,BikeSharing360_BackendServices,18,18
Microsoft,SqlSupportTools,2,2
Microsoft,DevOps-Immersion,10,10
Microsoft,HoloJS,54,29
Microsoft,r-server-hospital-length-of-stay,40,33
Microsoft,refreshing-config,34,33
Microsoft,vscode-debug-handshake,14,14
Microsoft,timelinestoryteller,133,138
Microsoft,Partner-Center-Bot,18,1
Microsoft,homebrew-msodbcsql-test,2,2
Microsoft,BotFramework-Hubot,7,6
Microsoft,wcf-docker,10,11
Microsoft,pxt-chibitronics,92,115
Microsoft,educonnect-plugins,6,6
Microsoft,bond-grpc-examples,0,4
Microsoft,PowerBI-visuals-clustering-kmeans-interactive,0,3
Microsoft,TestApi,0,2
Microsoft,OpenAPI,0,5
Microsoft,Recognizers-Text,12,18
Microsoft,DataInsightsAsia,3,6
Microsoft,AzureAutomation-VM-TestTools-for-Linux,3,0
Microsoft,dotnet-security,1,0
Microsoft,DataMigrationTeam,0,3
Microsoft,ModSecurity,1688,0
Microsoft,weekly-planner-wp,11,11
Microsoft,rss-reader-wp,8,8
Microsoft,drumkit-wp,8,8
Microsoft,knife-azure,405,405
Microsoft,BlobDefrag,34,34
Microsoft,kinect-ripple,14,14
Microsoft,TypeScript-Sublime-Plugin,778,709
Microsoft,CppCodingStandards,413,391
Microsoft,moodle-repository_onenote,46,46
Microsoft,commercialhaskell,101,0
Microsoft,Windows-Driver-Frameworks,10,10
Microsoft,IEDiagnosticsAdapter,146,146
Microsoft,cocos2d-x-3rd-party-libs-src,389,336
Microsoft,DirectXTex,382,386
Microsoft,WPF-Samples,73,70
Microsoft,extendvs,49,28
Microsoft,Windows-appsample-networkhelper,20,19
Microsoft,java-example-client-basics,4,4
Microsoft,node-uwp,14,13
Microsoft,VSSDK-Extensibility-Samples,211,171
Microsoft,WindowsProtocolTestSuites,617,589
Microsoft,Pyjion,540,539
Microsoft,VSLua,570,570
Microsoft,PowerBI-JavaScript,523,436
Microsoft,code-push-beta-backend,24,24
Microsoft,code-push-ci,5,5
Microsoft,ApplicationInsights-dotnet-server,1483,1108
Microsoft,pict,34,33
Microsoft,caffe,4156,3842
Microsoft,cordova-docs-ja-jp,2,2
Microsoft,81toUWPUpgrader,9,9
Microsoft,Imagine_binary-break-in,9,9
Microsoft,ProjectOxford-ClientSDK-Dev,475,474
Microsoft,vscode-htmlhint,32,26
Microsoft,Dynamics-AX-Integration,31,18
Microsoft,ChakraCorePrivate,1,1
Microsoft,hardware_partner_grouppolicy,1,1
Microsoft,hardware-dev-design,61,61
Microsoft,pbuild,47,46
Microsoft,VBA-content_de-de,18,18
Microsoft,Sway_pt-br,1,0
Microsoft,Sway_ru-ru,1,0
Microsoft,Sway_zh-cn,1,0
Microsoft,microsoft-r-content,1,0
Microsoft,RTVS-datasets,7,7
Microsoft,PowerBI-visual-tools-old,1,1
Microsoft,vscode-chrome-debug-core,1051,1121
Microsoft,edge-diagnostics-launch,48,47
Microsoft,ExternalTfsExtension,1,1
Microsoft,BotBuilder-Dev,1805,1943
Microsoft,XmlNotepad,11,16
Microsoft,xrm-platform-test,76,72
Microsoft,PhyloD,11,11
Microsoft,spdx-simplify,3,2
Microsoft,templates.msdn.msft,85,11
Microsoft,bond-comm-cs-example,7,9
Microsoft,HealthVault-Windows8,3,0
Microsoft,Cognitive-Common-Windows,19,17
Microsoft,monaco-typescript,51,50
Microsoft,NCM-Driver-for-Windows,3,3
Microsoft,ionic2-typescript-blank,34,34
Microsoft,monaco-json,27,27
Microsoft,Cognitive-Documentation-Dev,1503,1502
Microsoft,Imagine_sylvan-sprinter,2,2
Microsoft,taco-cli,2115,2115
Microsoft,Power-Bi-Power-Scripts,8,8
Microsoft,Cognitive-Samples-VideoFrameAnalysis,11,9
Microsoft,iCMS_WDG_Pilot_II_Prod_el-GR,1093,1100
Microsoft,iCMS_WDG_Pilot_II_Prod_lv-LV,1112,1119
Microsoft,iCMS_WDG_Pilot_II_Prod_nl-BE,1,1
Microsoft,Cognitive-EventKnowledge-Windows,5,3
Microsoft,windows-dev-center-vsts-extension,151,103
Microsoft,satcheljs-snapshots,13,13
Microsoft,intuna-platform,389,389
Microsoft,testfx,356,116
Microsoft,azure-onboarding-guidance,1,1
Microsoft,rudder,218,218
Microsoft,ODBC-Specification,63,72
Microsoft,Build-omi,154,202
Microsoft,vsts-extension-toggle-control,61,52
Microsoft,PowerBI-extensibility-text-utility,15,15
Microsoft,OCS-GoNoGo-Dashboard,1,0
Microsoft,microsoft-r-open,43,42
Microsoft,UnitTestBoilerplateGenerator,40,47
Microsoft,java-to-csharp-api-generator,101,133
Microsoft,skytest_el-GR,0,0
Microsoft,vs-setup-samples,20,22
Microsoft,vscode-html-languageservice,57,71
Microsoft,vscode-workspaceconfig-sample,34,34
Microsoft,MsUEFI-Test,6,0
Microsoft,Windows_Protocols_OD_Network_Captures,2,0
